fromNode	toNode	weight	direction	fromAltName	toAltName
MAPT2N6D	MAPT2N6P	0.249239181254445	undirected	NA	NA
MAPT2N6D	MAPT3	0.264162154635526	undirected	NA	NA
MAPT2N6D	MAPT4	0.258384751032072	undirected	NA	NA
MAPT2N6D	PARK7/DJ1	0.0970390277591079	undirected	NA	NA
MAPT2N6D	PSEN1	0.132802233580315	undirected	NA	NA
MAPT2N6D	CALB1	0.139030358525204	undirected	NA	NA
MAPT2N6D	RASSF2	0.110493418301369	undirected	NA	NA
MAPT2N6D	AP1S2	0.0769034210185024	undirected	NA	NA
MAPT2N6D	HSPG2	0.162180322301502	undirected	NA	NA
MAPT2N6D	ITGA1	0.124887043709292	undirected	NA	NA
MAPT2N6D	ITGA3	0.127421888733081	undirected	NA	NA
MAPT2N6D	ITGA4	0.273927286626216	undirected	NA	NA
MAPT2N6D	ITGA6	0.25332840471199	undirected	NA	NA
MAPT2N6D	ITGB1	0.272299712231124	undirected	NA	NA
MAPT2N6D	LAMA2	0.153854134124068	undirected	NA	NA
MAPT2N6D	MAP1b	0.119716118566124	undirected	NA	NA
MAPT2N6D	NCAM1/NCAMX1	0.0648989383303371	undirected	NA	NA
MAPT2N6D	CYP4F29P/C21ORF15	0.161814302206415	undirected	NA	NA
MAPT2N6D	COL18A1	0.260218277730493	undirected	NA	NA
MAPT2N6D	CLDN17	0.296525473113666	undirected	NA	NA
MAPT2N6D	PSEN2	0.228962466842356	undirected	NA	NA
MAPT2N6D	VLDLR	0.157088411437926	undirected	NA	NA
MAPT2N6D	BCL2	0.0584091148101072	undirected	NA	NA
MAPT2N6D	KCNC1	0.129253000250558	undirected	NA	NA
MAPT2N6D	KCNB1	0.0828103044187466	undirected	NA	NA
MAPT2N6D	KCNA6	0.154352621710275	undirected	NA	NA
MAPT2N6D	DPP10	0.151517919843887	undirected	NA	NA
MAPT2N6D	DSCR9	0.0925199950952841	undirected	NA	NA
MAPT2N6D	DSCR1	0.188699509368927	undirected	NA	NA
MAPT2N6D	KRTAP11-1	0.192538501826905	undirected	NA	NA
MAPT2N6D	LCA5L/C21ORF13	0.246877844605181	undirected	NA	NA
MAPT2N6D	LINC00158/C21ORF42	0.263930580717166	undirected	NA	NA
MAPT2N6D	LINC00159/C21ORF44	0.252367820292588	undirected	NA	NA
MAPT2N6D	LINC00160/C21ORF52	0.151900535808679	undirected	NA	NA
MAPT2N6D	LINC00189/C21ORF109	0.172833690398665	undirected	NA	NA
MAPT2N6D	LINC00308/C21ORF74	0.168624302189822	undirected	NA	NA
MAPT2N6D	LINC00320/FLJ37539	0.118520817413094	undirected	NA	NA
MAPT2N6D	LINC00478/C21ORF34	0.0709186593183723	undirected	NA	NA
MAPT2N6D	LINC00515/C21ORF71	0.109981445144558	undirected	NA	NA
MAPT2N6D	SIM2	0.115248245244004	undirected	NA	NA
MAPT2N6D	SH3BGR	0.114816885628252	undirected	NA	NA
MAPT2N6D	SETD4	0.118608394797853	undirected	NA	NA
MAPT2N6D	SCAF4/SFRS15/CTDBP	0.126327281745756	undirected	NA	NA
MAPT2N6D	SAMSN1	0.250241501199476	undirected	NA	NA
MAPT2N6D	RWDD2B/C21ORF6	0.104210024039201	undirected	NA	NA
MAPT2N6D	RUNX1	0.207545291588993	undirected	NA	NA
MAPT2N6D	RSPH1/TSGA2	0.135989921586932	undirected	NA	NA
MAPT2N6D	PCBP3	0.0661733948653367	undirected	NA	NA
MAPT2N6D	UBASH3A	0.0829201029521667	undirected	NA	NA
MAPT2N6D	USP16	0.0495171762066285	undirected	NA	NA
MAPT2N6D	NDEL1/NUDEL	0.20215694366514	undirected	NA	NA
MAPT2N6D	NF1	0.06123978288125	undirected	NA	NA
MAPT2N6D	NOTCH1	0.220374297435891	undirected	NA	NA
MAPT2N6D	NRG2	0.0763223212082694	undirected	NA	NA
MAPT2N6D	NTN1	0.133105803983413	undirected	NA	NA
MAPT2N6D	PAFAH1B1/LIS1	0.0959338108912577	undirected	NA	NA
MAPT2N6D	PAX6	0.0923746622769199	undirected	NA	NA
MAPT2N6D	RELN	0.0207761910057251	undirected	NA	NA
MAPT2N6D	RAB6A	0.0973800838626036	undirected	NA	NA
MAPT2N6D	RAB5A	0.10729218257158	undirected	NA	NA
MAPT2N6D	RAB4A	0.113751973734089	undirected	NA	NA
MAPT2N6D	RAB3A	0.150034982721305	undirected	NA	NA
MAPT2N6D	RAB2A	0.215748780753543	undirected	NA	NA
MAPT2N6D	RAB27A	0.030226527983228	undirected	NA	NA
MAPT2N6D	RAB24	0.221856604021643	undirected	NA	NA
MAPT2N6D	RAB11B	0.0583771052540204	undirected	NA	NA
MAPT2N6D	CTSL	0.0715399061197475	undirected	NA	NA
MAPT2N6D	KCNE1	0.0239555565828949	undirected	NA	NA
MAPT2N6D	KCNE2	0.0893592659627686	undirected	NA	NA
MAPT2N6D	KCNJ6	0.0497844756703388	undirected	NA	NA
MAPT2N6D	LSS	0.137969113746373	undirected	NA	NA
MAPT2N6D	LTN1/ZNF294	0.0611659464222783	undirected	NA	NA
MAPT2N6D	MIS18A/C21ORF45	0.253112217608802	undirected	NA	NA
MAPT2N6D	MRPL39	0.0680103632524391	undirected	NA	NA
MAPT2N6D	MRPS6	0.0508336128010256	undirected	NA	NA
MAPT2N6D	MX1	0.0962893146352185	undirected	NA	NA
MAPT2N6D	TMPRSS15/PRSS7	0.108623140047446	undirected	NA	NA
MAPT2N6D	TIAM1	0.139468049904018	undirected	NA	NA
MAPT2N6D	TFF2	0.209123065208904	undirected	NA	NA
MAPT2N6D	TFF1	0.232542760940715	undirected	NA	NA
MAPT2N6D	TCP10L	0.120555071276308	undirected	NA	NA
MAPT2N6D	SUMO3	0.113977375830898	undirected	NA	NA
MAPT2N6D	RRP1B	0.0711258022348806	undirected	NA	NA
MAPT2N6D	RRP1	0.0735003511442073	undirected	NA	NA
MAPT2N6D	ATG4D	0.135841875061704	undirected	NA	NA
MAPT2N6D	SORT1	0.204644850122977	undirected	NA	NA
MAPT2N6D	RABGGTB	0.223598756923054	undirected	NA	NA
MAPT2N6D	RAB9	0.242432002457503	undirected	NA	NA
MAPT2N6D	NPC1	0.0179044407695674	undirected	NA	NA
MAPT2N6D	BMP1	0.236002706376128	undirected	NA	NA
MAPT2N6D	CSF1	0.114339929015202	undirected	NA	NA
MAPT2N6D	GFAP	0.0605266855553803	undirected	NA	NA
MAPT2N6D	IL6	0.019739669507918	undirected	NA	NA
MAPT2N6D	SRR	0.165708623097025	undirected	NA	NA
MAPT2N6D	SLC1A1/EAAT3	0.142135258037016	undirected	NA	NA
MAPT2N6D	JUND	0.127815453737374	undirected	NA	NA
MAPT2N6D	ACHE	0.143630670197193	undirected	NA	NA
MAPT2N6D	ADRA1B	0.012402084951355	undirected	NA	NA
MAPT2N6D	ADRA2A	0.0627875901244393	undirected	NA	NA
MAPT2N6D	ADRA2B	0.0490511904181368	undirected	NA	NA
MAPT2N6D	CART	0.162754897038437	undirected	NA	NA
MAPT2N6D	CHRM4	0.092371436441	undirected	NA	NA
MAPT2N6D	CHRM1	0.0815679373392969	undirected	NA	NA
MAPT2N6D	IRS2	0.213429152879332	undirected	NA	NA
MAPT2N6D	IGF2R	0.185077787929956	undirected	NA	NA
MAPT2N6D	IGF2	0.017915701632541	undirected	NA	NA
MAPT2N6D	HTR2B	0.0565682435949105	undirected	NA	NA
MAPT2N6D	DRD1	0.0270930560928743	undirected	NA	NA
MAPT2N6D	SLC6A12/GAT2	0.0257099025434304	undirected	NA	NA
MAPT2N6D	PFKL	0.169816675723754	undirected	NA	NA
MAPT2N6D	SLC2A2	0.172473146476866	undirected	NA	NA
MAPT2N6D	SLC2A5	0.0940834164589386	undirected	NA	NA
MAPT2N6D	SLC2A6	0.0739937674557098	undirected	NA	NA
MAPT2N6D	SLC2A8	0.0539502692782455	undirected	NA	NA
MAPT2N6D	GNAQ	0.105385035879893	undirected	NA	NA
MAPT2N6D	GNAL	0.110590032503185	undirected	NA	NA
MAPT2N6D	GNAI1	0.15335100052351	undirected	NA	NA
MAPT2N6D	GNA15	0.150633710080113	undirected	NA	NA
MAPT2N6D	ADCY7	0.197085181607861	undirected	NA	NA
MAPT2N6D	GRM6	0.0491106264420447	undirected	NA	NA
MAPT2N6D	FOS	0.0403688436899453	undirected	NA	NA
MAPT2N6D	CHRM3	0.0815327151226267	undirected	NA	NA
MAPT2N6D	CHRNA1	0.115093744610634	undirected	NA	NA
MAPT2N6D	CHRNA6	0.206523628546109	undirected	NA	NA
MAPT2N6D	CHRNA7	0.0150776841622128	undirected	NA	NA
MAPT2N6D	CNR1	0.0732812886082183	undirected	NA	NA
MAPT2N6D	CCK	0.0976055174107851	undirected	NA	NA
MAPT2N6D	NTF3	0.0437480214985312	undirected	NA	NA
MAPT2N6D	PPP1CB	0.0171924704059819	undirected	NA	NA
MAPT2N6D	pBs	0.0025550382703461	undirected	NA	NA
MAPT2N6D	NTRK1	0.0646079373186329	undirected	NA	NA
MAPT2N6P	MAPT3	0.320800094821518	undirected	NA	NA
