fromNode	toNode	weight	direction	fromAltName	toAltName
APP/ABPP	MAPT1N6P	0.183624834722753	undirected	NA	NA
APP/ABPP	MAPT2	0.153294949611817	undirected	NA	NA
APP/ABPP	MAPT5	0.138925928751993	undirected	NA	NA
APP/ABPP	MAPT	0.0237722604681045	undirected	NA	NA
APP/ABPP	PRNP	0.0280248406310166	undirected	NA	NA
APP/ABPP	CLCN4	0.003062235706983	undirected	NA	NA
APP/ABPP	CLCN2	0.00916110468406929	undirected	NA	NA
APP/ABPP	CALB2	0.0393248894971629	undirected	NA	NA
APP/ABPP	CACNA1C	0.0452989794914038	undirected	NA	NA
APP/ABPP	CACNA1B	0.0886017392406177	undirected	NA	NA
APP/ABPP	CACNA1A	0.0559399342318867	undirected	NA	NA
APP/ABPP	RBL2	0.0905134769626613	undirected	NA	NA
APP/ABPP	RAP1B	0.0937483354518458	undirected	NA	NA
APP/ABPP	COL6A1	0.0733992496972477	undirected	NA	NA
APP/ABPP	CLDN8	0.0955752147221271	undirected	NA	NA
APP/ABPP	CLDN14	0.125565788259209	undirected	NA	NA
APP/ABPP	CHODL-AS1/C21ORF39	0.10731072126842	undirected	NA	NA
APP/ABPP	HDLBP	0.0251196117874662	undirected	NA	NA
APP/ABPP	IAPP	0.0554691894276475	undirected	NA	NA
APP/ABPP	PSENEN	0.151943573586291	undirected	NA	NA
APP/ABPP	SAA4	0.0659990576325575	undirected	NA	NA
APP/ABPP	TARDBP	0.0940816249983637	undirected	NA	NA
APP/ABPP	TOMM40	0.0438234863567685	undirected	NA	NA
APP/ABPP	AIFM1/PCD8	0.0213365936689907	undirected	NA	NA
APP/ABPP	BAX	0.0214701331137712	undirected	NA	NA
APP/ABPP	KCNA3	0.00205230138472032	undirected	NA	NA
APP/ABPP	KCNA2	0.00525634735424111	undirected	NA	NA
APP/ABPP	DPP6	0.025099898749351	undirected	NA	NA
APP/ABPP	CLCN7	0.0612434037535863	undirected	NA	NA
APP/ABPP	CLCN6	0.0984320180325427	undirected	NA	NA
APP/ABPP	KRAS/RAS	0.0545302182365916	undirected	NA	NA
APP/ABPP	NEFH	0.100707940197643	undirected	NA	NA
APP/ABPP	NEFM/NEF3	0.0874432694111903	undirected	NA	NA
APP/ABPP	NES	0.047356144445064	undirected	NA	NA
APP/ABPP	POTED/ANDRK21	0.0840475490689835	undirected	NA	NA
APP/ABPP	TUBA1	0.096015602694802	undirected	NA	NA
APP/ABPP	TUBB2C	0.0328413982524357	undirected	NA	NA
APP/ABPP	VCAN/CSPG2	0.00875475806760963	undirected	NA	NA
APP/ABPP	ABCC13	0.014706145963327	undirected	NA	NA
APP/ABPP	ADAMTS1	0.0175709258407751	undirected	NA	NA
APP/ABPP	ADAMTS5	0.00945625646645973	undirected	NA	NA
APP/ABPP	DSCR8	0.0125274554951828	undirected	NA	NA
APP/ABPP	DSCR4	0.015009683058029	undirected	NA	NA
APP/ABPP	DSCR10	0.0114192926409203	undirected	NA	NA
APP/ABPP	DSCAM	0.0273279220964659	undirected	NA	NA
APP/ABPP	DONSON	0.0403776708404685	undirected	NA	NA
APP/ABPP	DNAJC28/C21ORF55	0.0673774405361985	undirected	NA	NA
APP/ABPP	KRTAP6-1	0.0255283322023345	undirected	NA	NA
APP/ABPP	LINC00113/C21ORF23	0.0147611006316207	undirected	NA	NA
APP/ABPP	SIK1/SNF1LK	0.00371830046254722	undirected	NA	NA
APP/ABPP	S100B	0.00951841706550263	undirected	NA	NA
APP/ABPP	RUNX1-IT1/C21ORF96	0.014125180821289	undirected	NA	NA
APP/ABPP	LMX1A/LMX1	0.0125016453856753	undirected	NA	NA
APP/ABPP	NRG1	0.00991583791507211	undirected	NA	NA
APP/ABPP	RAB1A	0.0131997619478678	undirected	NA	NA
APP/ABPP	PPT2	0.00397119462315315	undirected	NA	NA
APP/ABPP	LRRC3	0.00668316298945587	undirected	NA	NA
APP/ABPP	MAP3K7CL/C21ORF7	0.0242322731475117	undirected	NA	NA
APP/ABPP	MCM3AP	0.0172004651950525	undirected	NA	NA
APP/ABPP	MORC3/ZCWCC3	0.010096093362416	undirected	NA	NA
APP/ABPP	MRAP	0.01407673694077	undirected	NA	NA
APP/ABPP	TMEM50B/C21ORF4	0.00243522483487079	undirected	NA	NA
APP/ABPP	SON	0.00382546408205292	undirected	NA	NA
APP/ABPP	SMIM11/C21ORF51	0.00920728863461692	undirected	NA	NA
APP/ABPP	SLC5A3	0.00486297166683105	undirected	NA	NA
APP/ABPP	TSC2	0.0120582501066972	undirected	NA	NA
APP/ABPP	APPL1	0.0147327248560011	undirected	NA	NA
APP/ABPP	ARHGDIB	0.023830874055736	undirected	NA	NA
APP/ABPP	ATG3	0.00326314814438013	undirected	NA	NA
APP/ABPP	ATG4B	0.00394485572151174	undirected	NA	NA
APP/ABPP	ATG4C	0.00989121231353372	undirected	NA	NA
APP/ABPP	MBD3	0.00347992911857385	undirected	NA	NA
APP/ABPP	MBD2	0.00845250680599635	undirected	NA	NA
APP/ABPP	HDAC6	0.00881607171647758	undirected	NA	NA
APP/ABPP	HDAC1	0.0208895321875343	undirected	NA	NA
APP/ABPP	DNMT1	0.00851689244190445	undirected	NA	NA
APP/ABPP	AGER	0.00112715632252686	undirected	NA	NA
APP/ABPP	APOE	0.00115258007726437	undirected	NA	NA
APP/ABPP	IL1B	0.00251487947297601	undirected	NA	NA
APP/ABPP	TNFRSF1A/TR1A	0.006617768752476	undirected	NA	NA
APP/ABPP	ADCY2	0.00265202243750151	undirected	NA	NA
APP/ABPP	ADCY1	0.00556200868231951	undirected	NA	NA
APP/ABPP	TGM1/TGMI	0.00780611612187518	undirected	NA	NA
APP/ABPP	SLC1A3/EAAT1	0.000625302821892936	undirected	NA	NA
APP/ABPP	SLC1A2/EAAT2	0.0237490056070123	undirected	NA	NA
APP/ABPP	NOS2A	0.0175966313311475	undirected	NA	NA
APP/ABPP	GRM8	0.0111644362830838	undirected	NA	NA
APP/ABPP	GRM7	0.00938578105197419	undirected	NA	NA
APP/ABPP	BCHE	0.0172949508323761	undirected	NA	NA
APP/ABPP	CHRM5	0.00642901031113515	undirected	NA	NA
APP/ABPP	NRP1/NRP	0.00569459326648642	undirected	NA	NA
APP/ABPP	NGFR/TNFR	0.0160999588575949	undirected	NA	NA
APP/ABPP	NGFB	0.0068067046063433	undirected	NA	NA
APP/ABPP	KIDINS220/ARMS	0.00795524522465589	undirected	NA	NA
APP/ABPP	IGF1R/IGFIR/IGFR1	0.0244799902306214	undirected	NA	NA
