fromNode	toNode	weight	direction	fromAltName	toAltName
A2M	ADAM10	0.100597090678927	undirected	NA	NA
A2M	ADAM17	0.241146454766486	undirected	NA	NA
A2M	APBA1	0.235534493861475	undirected	NA	NA
A2M	APBB1	0.0371588541702156	undirected	NA	NA
A2M	APCS	0.142460070400272	undirected	NA	NA
A2M	APH1A	0.0407905309684412	undirected	NA	NA
A2M	APLP1	0.139546319890317	undirected	NA	NA
A2M	CASP9	0.013384267619528	undirected	NA	NA
A2M	CASP8	0.0825165822019904	undirected	NA	NA
A2M	CASP7	0.0600524883685643	undirected	NA	NA
A2M	CASP6	0.189231626093521	undirected	NA	NA
A2M	CASP5	0.219864567117598	undirected	NA	NA
A2M	CASP4	0.238448161222193	undirected	NA	NA
A2M	CASP3	0.320449933233194	undirected	NA	NA
A2M	CASP2	0.364956878000724	undirected	NA	NA
A2M	CASP10	0.371917611935916	undirected	NA	NA
A2M	CASP1	0.397581238875764	undirected	NA	NA
A2M	CARD18/ICEBERG	0.362761664934583	undirected	NA	NA
A2M	KCND2	0.32530765101895	undirected	NA	NA
A2M	PVALB	0.303869809736924	undirected	NA	NA
A2M	VDAC1	0.350925286561107	undirected	NA	NA
A2M	VDAC2	0.240882082766894	undirected	NA	NA
A2M	ACAN	0.178088470985364	undirected	NA	NA
A2M	ACTB	0.170497919019924	undirected	NA	NA
A2M	ANKRD20A1/DKFZP434A171	0.118487577788837	undirected	NA	NA
A2M	AP1S1	0.011537080242689	undirected	NA	NA
A2M	C21ORF49	0.0591022993015385	undirected	NA	NA
A2M	C21ORF37	0.0261564280622752	undirected	NA	NA
A2M	BRWD1/C21ORF107	0.049118823083595	undirected	NA	NA
A2M	BACH1-IT3/C21ORF8	0.198156369818794	undirected	NA	NA
A2M	BACH1	0.227195330223673	undirected	NA	NA
A2M	B3GALT5	0.234546420564151	undirected	NA	NA
A2M	ATP5O	0.318788511743646	undirected	NA	NA
A2M	ATP5J	0.217239803823253	undirected	NA	NA
A2M	ANKRD30BP1/C21ORF110	0.369022395283518	undirected	NA	NA
A2M	AGPAT3	0.317952191540452	undirected	NA	NA
A2M	BACE1	0.205721829408433	undirected	NA	NA
A2M	BPTF/FALZ	0.204175344934811	undirected	NA	NA
A2M	KCNIP3	0.0148142125479967	undirected	NA	NA
A2M	NFKB1/NFKB	0.105452052857348	undirected	NA	NA
A2M	GADD45A/GADD45	0.0242696568836541	undirected	NA	NA
A2M	FAS/FASLR	0.0161404120088627	undirected	NA	NA
A2M	DIABLO/SMAC	0.000203727485166862	undirected	NA	NA
A2M	DAXX	0.11938254728949	undirected	NA	NA
A2M	CCNG1	0.00347516322547177	undirected	NA	NA
A2M	CCNE1	0.138690856724935	undirected	NA	NA
A2M	CCND2	0.163316747683633	undirected	NA	NA
A2M	ASTN2	0.150462053761373	undirected	NA	NA
A2M	CAV1	0.126739035578477	undirected	NA	NA
A2M	CAV2	0.184875571797527	undirected	NA	NA
A2M	CAV3	0.0347963281271034	undirected	NA	NA
A2M	CDH2	0.0228121769759319	undirected	NA	NA
A2M	CLTC	0.0814087338156345	undirected	NA	NA
A2M	DYNC1H1/DNCH1	0.0295011436122435	undirected	NA	NA
A2M	DYNC2H1/DNCH2	0.00891570276640046	undirected	NA	NA
A2M	DYNLL1/DNCLC1	0.0130043914438612	undirected	NA	NA
A2M	EPYC/DSPG3	0.00581117644531138	undirected	NA	NA
A2M	FLNA	0.0224212748976429	undirected	NA	NA
A2M	DIP2A	0.0111958212039416	undirected	NA	NA
A2M	CHODL	0.0115320963220805	undirected	NA	NA
A2M	CHAF1B	0.0149084307381138	undirected	NA	NA
A2M	CBS	0.0314038937880473	undirected	NA	NA
A2M	C2CD2/C21ORF25	0.0159859845568033	undirected	NA	NA
A2M	C21ORF91	0.0451422585824166	undirected	NA	NA
A2M	C21ORF79	0.103498539907939	undirected	NA	NA
A2M	C21ORF77	0.0353842394905586	undirected	NA	NA
A2M	C21ORF63	0.176531057339201	undirected	NA	NA
A2M	C21ORF59	0.158203356490088	undirected	NA	NA
A2M	FAM3B	0.157609926149195	undirected	NA	NA
A2M	FTCD	0.0976515529097981	undirected	NA	NA
A2M	GABPA	0.127620989318808	undirected	NA	NA
A2M	GART	0.175702944849795	undirected	NA	NA
A2M	GRIK1-AS1/C21ORF9	0.0543537639950248	undirected	NA	NA
A2M	GRIK1-AS2/C21ORF41	0.00249839462833416	undirected	NA	NA
A2M	HLCS	0.0131486741750483	undirected	NA	NA
A2M	HMGN1	0.00324203673469761	undirected	NA	NA
A2M	HUNK	0.0666619699684759	undirected	NA	NA
A2M	ICOSLG	0.00280848665785469	undirected	NA	NA
