fromNode	toNode	weight	direction	fromAltName	toAltName
APH1B	CNR2	0.000364691562609781	undirected	NA	NA
APH1B	FAAH	0.00260454074110067	undirected	NA	NA
APH1B	LEP	0.00254965983013337	undirected	NA	NA
APH1B	PDYN	0.00245828728355852	undirected	NA	NA
APH1B	NPEPPS/PSA	0.00117727534484859	undirected	NA	NA
APH1B	CIT	0.000338718267698793	undirected	NA	NA
APH1B	CSNK2A1	0.000735337698830973	undirected	NA	NA
APH1B	CSNK2A2	0.00881623748449419	undirected	NA	NA
APH1B	CSNK2B	0.00604913262550824	undirected	NA	NA
APH1B	DUSP1/MKP-1	0.00241057364050678	undirected	NA	NA
APH1B	GSK3B	0.0132042352383185	undirected	NA	NA
APH1B	GPLD1	0.000249655139038316	undirected	NA	NA
APH1B	FRK	0.000366631461815668	undirected	NA	NA
APH1B	MAPKAPK2/MAPKAPK	0.0138888162794893	undirected	NA	NA
APH1B	MARCKS	0.0123088813705854	undirected	NA	NA
APH1B	MTOR/FRAP1	0.0101300723952398	undirected	NA	NA
APH1B	PPM1G/PPP2CG	0.00412121598309974	undirected	NA	NA
APH1B	PRKAA1	0.0186010867693515	undirected	NA	NA
APH1B	PPP3CC	0.00823360030299721	undirected	NA	NA
APH1B	PPP2R5C	0.000600269613250326	undirected	NA	NA
APH1B	PPP2R1B	0.00892477678150315	undirected	NA	NA
APH1B	PRKCB/PRKCB1	0.00094898705423441	undirected	NA	NA
APH1B	PRKCE	0.000192416724303903	undirected	NA	NA
APH1B	PTEN	0.00225078321145735	undirected	NA	NA
APH1B	CAPNS1	0.00906913739021033	undirected	NA	NA
APH1B	CAPN2	0.0052514521482832	undirected	NA	NA
APH1B	TIMP1	0.000708531930307205	undirected	NA	NA
APH1B	PPARG	0.000332627847577112	undirected	NA	NA
APH1B	DNAJC5	0.000607003259325357	undirected	NA	NA
APH1B	DNAJA3	0.00539445227788979	undirected	NA	NA
APH1B	HSPA9	0.00463003106586626	undirected	NA	NA
APH1B	HSPD1/HSP60	0.00234468739621522	undirected	NA	NA
APH1B	HSPE1	0.00701902893682871	undirected	NA	NA
APH1B	NCOA1	0.000177893582249713	undirected	NA	NA
APH1B	NCOA3	0.00295895581219171	undirected	NA	NA
APH1B	STARD3	0.0025784008918875	undirected	NA	NA
APH1B	NURR77/NR4A1	0.000329888445273508	undirected	NA	NA
APH1B	NR5A1/SF1	9.81569056919756e-05	undirected	NA	NA
APH1B	SNCG	0.000156392653429406	undirected	NA	NA
APH1B	ADARB1/RED1	0.00312806682652845	undirected	NA	NA
APH1B	ATF4	0.000473362252629582	undirected	NA	NA
APH1B	EGR2	0.00151248810382058	undirected	NA	NA
APH1B	DHX9/RHA	0.000753738717450735	undirected	NA	NA
APH1B	DDX17	3.40620907130583e-05	undirected	NA	NA
APH1B	PINK1	0.000641477843370588	undirected	NA	NA
APH1B	POLR2C	0.000560035028306952	undirected	NA	NA
APH1B	RAC1	0.00829966256827906	undirected	NA	NA
APH1B	TFE3	0.00773137471533247	undirected	NA	NA
APH1B	TAF10/TBPAF	0.00498246710616264	undirected	NA	NA
APH1B	SUV39H2	0.00863081740564214	undirected	NA	NA
CNR2	FAAH	0.0672883551186334	undirected	NA	NA
CNR2	LEP	0.0117507673024057	undirected	NA	NA
CNR2	PDYN	0.0362156358303109	undirected	NA	NA
CNR2	NPEPPS/PSA	0.0131933859353288	undirected	NA	NA
CNR2	CIT	0.0149379953832269	undirected	NA	NA
CNR2	CSNK2A1	0.0133755296296322	undirected	NA	NA
CNR2	CSNK2A2	0.0307322946990326	undirected	NA	NA
CNR2	CSNK2B	0.0349505310509987	undirected	NA	NA
CNR2	DUSP1/MKP-1	0.0707751885092326	undirected	NA	NA
CNR2	GSK3B	0.00947457153151915	undirected	NA	NA
CNR2	GPLD1	0.005398864246379	undirected	NA	NA
CNR2	FRK	0.0464887702699535	undirected	NA	NA
CNR2	MAPKAPK2/MAPKAPK	0.010523872411508	undirected	NA	NA
CNR2	MARCKS	0.0137718109965985	undirected	NA	NA
CNR2	MTOR/FRAP1	0.0126943017802977	undirected	NA	NA
CNR2	PPM1G/PPP2CG	0.0282776425864559	undirected	NA	NA
CNR2	PRKAA1	0.0123688809424931	undirected	NA	NA
CNR2	PPP3CC	0.00248331048098389	undirected	NA	NA
CNR2	PPP2R5C	0.00562250084303145	undirected	NA	NA
CNR2	PPP2R1B	0.00197908200097994	undirected	NA	NA
CNR2	PRKCB/PRKCB1	0.00364779630141885	undirected	NA	NA
CNR2	PRKCE	0.00252283722185205	undirected	NA	NA
CNR2	PTEN	0.0452418306996149	undirected	NA	NA
CNR2	CAPNS1	0.000826975585236577	undirected	NA	NA
CNR2	CAPN2	0.000261546960326061	undirected	NA	NA
CNR2	TIMP1	0.0181852781105998	undirected	NA	NA
CNR2	PPARG	3.43744300272658e-05	undirected	NA	NA
CNR2	DNAJC5	5.8330887274835e-05	undirected	NA	NA
CNR2	DNAJA3	0.00178856046006524	undirected	NA	NA
CNR2	HSPA9	0.00168807194370516	undirected	NA	NA
CNR2	HSPD1/HSP60	0.000364738919942431	undirected	NA	NA
CNR2	HSPE1	0.00344657135229543	undirected	NA	NA
CNR2	NCOA1	0.0013291012292884	undirected	NA	NA
CNR2	NCOA3	0.0162107836348678	undirected	NA	NA
CNR2	STARD3	0.0164424340622928	undirected	NA	NA
CNR2	NURR77/NR4A1	0.00207062052657066	undirected	NA	NA
CNR2	NR5A1/SF1	0.0010077782652152	undirected	NA	NA
CNR2	SNCG	0.000562618367905698	undirected	NA	NA
CNR2	ADARB1/RED1	0.0173342255087384	undirected	NA	NA
CNR2	ATF4	0.0153191440047178	undirected	NA	NA
CNR2	EGR2	0.00736797144242146	undirected	NA	NA
CNR2	DHX9/RHA	0.0032211670467113	undirected	NA	NA
CNR2	DDX17	0.000462364344267968	undirected	NA	NA
CNR2	PINK1	0.011146566338865	undirected	NA	NA
CNR2	POLR2C	0.0026690459544902	undirected	NA	NA
CNR2	RAC1	0.0173265991608563	undirected	NA	NA
CNR2	TFE3	0.00447506826989321	undirected	NA	NA
